Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text
4265,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jun-23,Bad,1,Staff giving money for any work
4266,FabHotel The Lazeez,"South Delhi, New Delhi",Jun-23,"House keeping and binece were very good , food was excellent",10,"Ground staff, housekeeping Suraj was so good.n fantastic , room cleaning staff Gowtham was also very good , night staff babu lal were so good i rate them 10/10, food provided to the room was very good"
4267,FabHotel The Lazeez,"South Delhi, New Delhi",Aug-23,Bad,1," · Very dirty. No hot water. There are interruptions in the Internet. Dirty linens. Dirty room. The hotel employee promised to change my room to a room with a window, but I lived in this hotel for three days and no one offered me to move. Too expensive!"
4268,FabHotel The Lazeez,"South Delhi, New Delhi",Aug-23,Good guys there,8,Staff was very helpful here. Mahesh on reception was friendly and professional. He helped me with a few difficulties I had in my travel plans. Highly recommended for the staff.
4269,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Worst,1,Nothing
4270,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Very Poor Hotel_-Waste of money.Health risk!!,1,Location
4271,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Disappointing,4,The stuff was nice
4272,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Superb,9,"New property. It was clean, quiet and staff were helpful."
4273,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Very good,8,"I like this property
Nice location
Nice view"
4274,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Exceptional,10,nice ambiance and clean
4275,FabHotel The Lazeez,"South Delhi, New Delhi",Jul-23,Superb,9,"The ambience is too gud..
The food is also very gud"
4276,HOTEL EKANT RESIDENCY,"Mahipalpur, New Delhi",Aug-23,Bad,1,I booked the hotel but it was closed  .
4277,HOTEL EKANT RESIDENCY,"Mahipalpur, New Delhi",Aug-23,Bad,1,"When i was reach there,hotel was closed. When i called him they said i can't help u any thing. When i asked why didn't inform me. Then they behave very rudely with me.It was very bad experience for me.please don't suggest anybody for this hotel. Finally its ur reputation. Because booking through ur site.otherwise Publics trust on booking. Com will be effect."
4278,HOTEL EKANT RESIDENCY,"Mahipalpur, New Delhi",Aug-23,Bad,1, no comments available for this review
4279,HOTEL EKANT RESIDENCY,"Mahipalpur, New Delhi",Aug-23,Bad,1, no comments available for this review
4280,HOTEL EKANT RESIDENCY,"Mahipalpur, New Delhi",Jul-23,Exceptional,10, no comments available for this review
4281,HOTEL EKANT RESIDENCY,"Mahipalpur, New Delhi",Jul-23,Superb,9, no comments available for this review
4282,Hotel Green Chilly,"North Delhi, New Delhi",Dec-22,SECURE AND COMFORTABLE,10,"The best hotel I’ve ever been privileged enough to stay at. Gorgeous building, and it only gets more breathtaking when you walk in. High quality rooms , and high quality service. Also, they are one of few hotels that allow local id and people under 21 to book a reservation."
4283,Hotel Green Chilly,"North Delhi, New Delhi",Jan-23,Just an ok stay.,7,NA
4284,Hotel Green Chilly,"North Delhi, New Delhi",Aug-23,staff very greedy and not helpful,2,No breakfast
4285,Hotel Green Chilly,"North Delhi, New Delhi",Mar-23,"staff are not good , they do not clean and do not provide breakfast",2,Pipal tree green
4286,Hotel Green Chilly,"North Delhi, New Delhi",Feb-23,Food was delicious,10,If you want secure and well specious rooms then this is the hotel for you. I like food they serve
4287,Hotel Green Chilly,"North Delhi, New Delhi",Feb-23,Secure and comfortable,10,"Location is good ,they provide you good service and staff are well mannered
Secure to stay"
4288,Hotel Green Chilly,"North Delhi, New Delhi",Jan-23,Exceptional,10,STAY WAS PERFECT AND ROOMS ARE GOOD IN THIS PRICE RANGE
4289,Hotel Green Chilly,"North Delhi, New Delhi",Jan-23,Bad,1,"they were not licensed to take foreign guest. my experience with the four member of family was worst ever, as we reached hotel after going round and round around the city because of poor addressing of the hotel late in the evening just to be told that they are not accepting any foreign travelers. This was worst ever travel situation in my entire life."
4290,Hotel Green Chilly,"North Delhi, New Delhi",Feb-23,Never book here,1,nothing
4291,Hotel Green Chilly,"North Delhi, New Delhi",Feb-23,Good value for money!,10,"The staff were very polite and helpful with everything. Especially the front desk manager. Good value for money, pretty quiet neighborhood and good facilities."
4292,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,The rooms are clean and comfortable. I slept like a baby.
4293,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",Aug-23,Very disappointed as the booking information doesn’t matches and hotel denies for everything,1,Nothing much
4294,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,The gym was well-equipped and clean. I got in a great workout.
4295,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,The staff were attentive and went above and beyond to make my stay enjoyable.
4296,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,The pool area is gorgeous. I spent hours relaxing there.
4297,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,I loved the breakfast buffet. So many options to choose from.
4298,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,The location of this hotel is fantastic. It's right in the heart of the city.
4299,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,I had a wonderful stay at this hotel. The staff were friendly and helpful.
4300,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",May-23,Exceptional,10,This hotel is amazing! Everything was perfect from start to finish.
4301,OYO Townhouse 340 Jageer Palace Near Mayapuri Chowk,"West Delhi, New Delhi",Sep-22,Bad,1, · They do not allow check in on rates mentioned on booking.com
4302,POP 81444F Hotel Ashoka,"South Delhi, New Delhi",Aug-23,Very bad experience...dont ever go to this place,1,Staff was friendly enough
4303,POP 81444F Hotel Ashoka,"South Delhi, New Delhi",Aug-23,Bad,1, no comments available for this review
4304,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Aug-23,Bad service,1,Waist of money
4305,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Jul-23,Very poor,2, · Facility not good. Location very difficult to find. There rats inside hotel.
4306,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Aug-23,The staff was very friendly and consistently making sure I was comfortable,8, no comments available for this review
4307,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Aug-23,The room was spacious and clean....,8, no comments available for this review
4308,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Aug-23,The bed was super comfy......,7, no comments available for this review
4309,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Jul-23,front desk ke staff helpful hai or woh personally sabhi guest ko acha treat krte hai,8, no comments available for this review
4310,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Jul-23,hotel bahut acha laga kam budget main achi facilities ke sath .... mindblowing 👌👌👌👌,8, no comments available for this review
4311,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Aug-23,very friendly staff of this property,9, no comments available for this review
4312,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Jul-23,Bad,1, no comments available for this review
4313,Green Residency - Near Anand VIhar,"East Delhi, New Delhi",Jul-23,Superb,9, no comments available for this review
4314,The New Anand Near Karol Bagh Metro Station,"Karol bagh, New Delhi",Aug-23,Bad,1,"Booking.com representatives do not respond..when I call them for denying my booking from hotel....they could not picked my call .
The hotel was too bad and the staff was so arrogant... first they denied my Booking on booking price and asked for more money at that time...so I ask them show me room first..when I seen the room it was so dirty,,messy, towel is in too bad condition..smell was there....and staff was so arrogant..so i leave from that property....do not book your hotel from booking .com..."
4315,Hotel Yatri International,"Paharganj, New Delhi",Aug-23,Exceptional,10,The staff was very cooperative and forthcoming in their approach. They were very cordial and made our stay wonderful.
4316,Hotel Yatri International,"Paharganj, New Delhi",May-23,N. A,7,Nothing to tell location is congested but may be good for some people and may be not good for some people. That area is totally hotel dominated area.
4317,Hotel Yatri International,"Paharganj, New Delhi",May-23,Good,7,Delight full service and staff
4318,Hotel Yatri International,"Paharganj, New Delhi",Jan-23,Passable,5,"That we, a 4 member family, could stay together in one room. Usually they would allot 2 rooms for 4 persons, even if they are a family"
4319,Hotel Yatri International,"Paharganj, New Delhi",Dec-22,Good,7,Good
4320,Hotel Yatri International,"Paharganj, New Delhi",Nov-22,Decent hotel for low price,5,Located near to old delhi railway station
4321,Hotel Yatri International,"Paharganj, New Delhi",May-22,Okay for money,7,"All Staffs are helpful.
Good Location. Nearby NDLS"
4322,Hotel Yatri International,"Paharganj, New Delhi",Aug-21,Comfortably staying,7,nice and budget room
4323,Hotel Yatri International,"Paharganj, New Delhi",Oct-20,Good,7,Good behavior staff
4324,Hotel Yatri International,"Paharganj, New Delhi",Jul-23,Exceptional,10,Room was good and comfortable
4325,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jun-22,Exceptional,10,"Staff was good and corporative , service was good 
Pooja is very nice at reception"
4326,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jul-22,Good,7,Staffs are good in their way and hospitality and Receptionist Ms.Pooja is good and helped in some scenario. keep going all the best team. thank you
4327,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jul-22,Very good,8,location and breakfast was very good and the staff was very helpful staff name puja she was very cooperative and helpful
4328,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jun-22,Good,7,"Location, Room"
4329,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",May-22,Very good,8,It was a decent place to stay. Satish is a wonderful host.
4330,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Aug-23,Exceptional,10,"Great stay, great hotel with great staff."
4331,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jul-23,Exceptional,10,AWESOME STAY.
4332,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jul-23,Prime location I like it near by medical centre and state corporate area and super market then near,10,Awesome
4333,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jul-23,"Everything was perfect, worth paying, staff so friendly, It was my best experience, recommended",10,"Everything was perfect, worth paying, staff so friendly, It was my best experience, recommended"
4334,Treebo Trend The Kings Plaza,"West Delhi, New Delhi",Jul-23,Very poor,2,"Staff is nice. That's the only good thing.
Room size is large but it's all wasted."
4335,Tree of Life Bed & Breakfast,"Saket, New Delhi",Jun-22,Value for the money,10,Manager Ashwani is good 👍 than all is well
4336,Tree of Life Bed & Breakfast,"Saket, New Delhi",Aug-23,Home away from home,9,The owner was very thoughtful and it felt like a home away from home. Will certainly recommend the place and go back.
4337,Tree of Life Bed & Breakfast,"Saket, New Delhi",Aug-23,Superb,9,"the owner is a very educated and guest oriented manager, who was flexible and of great help at any time. The facilities are great, as well as the breakfast"
4338,Tree of Life Bed & Breakfast,"Saket, New Delhi",Jul-23,Exceptional,10,The host is really sweet and kind. The rooms were clean. I would recommend people to stay here
